DOI,file
10.1016/j.cplett.2008.10.079,10.1016%2Fj.cplett.2008.10.079.pdf
10.1016/j.cplett.2012.02.016,10.1016%2Fj.cplett.2012.02.016.pdf
10.1016/j.cplett.2004.10.109,10.1016%2Fj.cplett.2004.10.109.pdf
10.1002/chem.201301728,10.1002%2Fchem.201301728.pdf
10.1016/S1872-2067(10)60199-4,10.1016%2FS1872-2067%2810%2960199-4.pdf
10.1016/S1872-2067(07)60046-1,10.1016%2FS1872-2067%2807%2960046-1.pdf
10.1021/cg201568q,10.1021%2Fcg201568q.pdf
10.1039/C3CE41274A,10.1039%2FC3CE41274A.pdf
10.2174/13852728113179990057 ,10.2174%2F13852728113179990057%20.pdf
10.1039/c3dt51887f,10.1039%2Fc3dt51887f.pdf
10.1149/2.003309ssl,10.1149%2F2.003309ssl.pdf
10.1016/S0360-5442(98)00070-X,10.1016%2FS0360-5442%2898%2900070-X.pdf
10.1039/C0EE00780C,10.1039%2FC0EE00780C.pdf
10.1039/c0ee00609b ,10.1039%2Fc0ee00609b%20.pdf
10.1039/C2EE03338K,10.1039%2FC2EE03338K.pdf
10.1016/0196-8904(95)00081-N,10.1016%2F0196-8904%2895%2900081-N.pdf
10.1016/j.enconman.2012.08.021,10.1016%2Fj.enconman.2012.08.021.pdf
10.1039/B507103H,10.1039%2FB507103H.pdf
10.1039/C1GC15078B,10.1039%2FC1GC15078B.pdf
10.1016/j.ijhydene.2011.02.116,10.1016%2Fj.ijhydene.2011.02.116.pdf
10.1016/j.ijhydene.2012.04.003,10.1016%2Fj.ijhydene.2012.04.003.pdf
10.1016/j.ijhydene.2013.03.128,10.1016%2Fj.ijhydene.2013.03.128.pdf
10.1155/S1110662X05000176,10.1155%2FS1110662X05000176.pdf
10.1016/j.jcat.2011.08.005,10.1016%2Fj.jcat.2011.08.005.pdf
10.1016/j.jcat.2011.01.004,10.1016%2Fj.jcat.2011.01.004.pdf
10.1016/j.jcat.2007.10.014,10.1016%2Fj.jcat.2007.10.014.pdf
10.1016/j.jcat.2003.09.002,10.1016%2Fj.jcat.2003.09.002.pdf
10.1016/j.jcat.2013.06.027,10.1016%2Fj.jcat.2013.06.027.pdf
sin_doi_2,sin_doi_2.pdf
10.1016/j.jclepro.2009.02.016,10.1016%2Fj.jclepro.2009.02.016.pdf
10.1016/j.jclepro.2006.05.003,10.1016%2Fj.jclepro.2006.05.003.pdf
10.1016/j.jcis.2010.12.034,10.1016%2Fj.jcis.2010.12.034.pdf
10.1016/j.jcis.2011.05.004,10.1016%2Fj.jcis.2011.05.004.pdf
10.1016/j.jcis.2013.08.050,10.1016%2Fj.jcis.2013.08.050.pdf
10.1016/0022-0728(95)04141-A,10.1016%2F0022-0728%2895%2904141-A.pdf
10.1061/(ASCE)EE.1943-7870.0000311,10.1061%2F%28ASCE%29EE.1943-7870.0000311.pdf
10.1039/C1JM12717A,10.1039%2FC1JM12717A.pdf
10.1039/C1JM12367J,10.1039%2FC1JM12367J.pdf
10.1039/C2JM33980C,10.1039%2FC2JM33980C.pdf
10.1039/C2JM31736B,10.1039%2FC2JM31736B.pdf
10.1039/C1JM14122H,10.1039%2FC1JM14122H.pdf
10.1039/C2JM30337J,10.1039%2FC2JM30337J.pdf
10.1039/c3ta12433a ,10.1039%2Fc3ta12433a%20.pdf
10.1021/jp910835k,10.1021%2Fjp910835k.pdf
10.1021/jp210106b,10.1021%2Fjp210106b.pdf
10.1016/s1003-9953(10)60166-1,10.1016%2Fs1003-9953%2810%2960166-1.pdf
10.1016/S1003-9953(10)60212-5,10.1016%2FS1003-9953%2810%2960212-5.pdf
10.1016/S1010-6030(99)00113-6,10.1016%2FS1010-6030%2899%2900113-6.pdf
10.1016/S1010-6030(97)00082-8,10.1016%2FS1010-6030%2897%2900082-8.pdf
10.1016/S1010-6030(98)00272-X,10.1016%2FS1010-6030%2898%2900272-X.pdf
10.1016/j.jphotochem.2004.01.022,10.1016%2Fj.jphotochem.2004.01.022.pdf
10.1016/S1010-6030(98)00274-3,10.1016%2FS1010-6030%2898%2900274-3.pdf
10.1016/1010-6030(96)04334-1,10.1016%2F1010-6030%2896%2904334-1.pdf
10.1016/S1010-6030(97)00107-X,10.1016%2FS1010-6030%2897%2900107-X.pdf
10.1016/S1010-6030(97)00318-3,10.1016%2FS1010-6030%2897%2900318-3.pdf
10.1016/S1010-6030(97)00228-1,10.1016%2FS1010-6030%2897%2900228-1.pdf
10.1016/1010-6030(94)03936-O,10.1016%2F1010-6030%2894%2903936-O.pdf
10.1021/jp001470i,10.1021%2Fjp001470i.pdf
10.1021/jp040345u,10.1021%2Fjp040345u.pdf
10.1021/jp010885g,10.1021%2Fjp010885g.pdf
10.1021/jp971621q,10.1021%2Fjp971621q.pdf
10.1021/jp2020534,10.1021%2Fjp2020534.pdf
10.1021/jp306793r,10.1021%2Fjp306793r.pdf
10.1021/jp409311x,10.1021%2Fjp409311x.pdf
10.1021/jz9000032,10.1021%2Fjz9000032.pdf
10.1016/j.jpcs.2012.01.005,10.1016%2Fj.jpcs.2012.01.005.pdf
10.1016/j.jssc.2013.04.016,10.1016%2Fj.jssc.2013.04.016.pdf
10.1007/s10008-013-2143-y,10.1007%2Fs10008-013-2143-y.pdf
10.1021/ja910091z,10.1021%2Fja910091z.pdf
10.1021/ja101318k,10.1021%2Fja101318k.pdf
10.1021/ja200804h,10.1021%2Fja200804h.pdf
10.1021/ja108791u,10.1021%2Fja108791u.pdf
10.1021/ja304075b,10.1021%2Fja304075b.pdf
10.1021/ja1068596,10.1021%2Fja1068596.pdf
10.1021/ja207586e,10.1021%2Fja207586e.pdf
10.1039/a704801g,10.1039%2Fa704801g.pdf
10.1016/j.jtice.2012.11.007,10.1016%2Fj.jtice.2012.11.007.pdf
10.1021/la9801561,10.1021%2Fla9801561.pdf
10.1016/S0254-0584(00)00475-2,10.1016%2FS0254-0584%2800%2900475-2.pdf
10.1016/j.matlet.2012.10.059,10.1016%2Fj.matlet.2012.10.059.pdf
10.1016/j.matlet.2013.05.132,10.1016%2Fj.matlet.2013.05.132.pdf
10.1021/nl803258p,10.1021%2Fnl803258p.pdf
10.1021/nl2012906,10.1021%2Fnl2012906.pdf
10.1039/b613098d,10.1039%2Fb613098d.pdf
10.1039/B008887K,10.1039%2FB008887K.pdf
10.2478/v10026-010-0022-1,10.2478%2Fv10026-010-0022-1.pdf
10.1163/156856707781749883,10.1163%2F156856707781749883.pdf
10.1163/156856706778606462,10.1163%2F156856706778606462.pdf
10.1163/156856700X00129,10.1163%2F156856700X00129.pdf
10.1039/C3RA00030C,10.1039%2FC3RA00030C.pdf
10.1039/C2RA21283H,10.1039%2FC2RA21283H.pdf
10.1016/j.stam.2006.11.004,10.1016%2Fj.stam.2006.11.004.pdf
10.1016/j.solener.2013.08.027,10.1016%2Fj.solener.2013.08.027.pdf
10.1016/j.solmat.2007.06.003,10.1016%2Fj.solmat.2007.06.003.pdf
10.1016/j.solmat.2008.02.010,10.1016%2Fj.solmat.2008.02.010.pdf
10.1016/j.solmat.2012.12.017,10.1016%2Fj.solmat.2012.12.017.pdf
10.1155/2013/686497,10.1155%2F2013%2F686497.pdf
10.1016/j.tsf.2009.02.075,10.1016%2Fj.tsf.2009.02.075.pdf
10.1007/s11244-007-9022-7,10.1007%2Fs11244-007-9022-7.pdf
10.1007/s11244-006-0100-z,10.1007%2Fs11244-006-0100-z.pdf
10.1007/s11244-005-3839-8,10.1007%2Fs11244-005-3839-8.pdf
10.1023/A:1013853618581,10.1023%2FA%3A1013853618581.pdf
10.1021/am404572g,10.1021%2Fam404572g.pdf
10.1021/acsami.5b03509,10.1021%2Facsami.5b03509.pdf
10.1021/acsami.6b02275,10.1021%2Facsami.6b02275.pdf
10.1021/cs500648p,10.1021%2Fcs500648p.pdf
10.1021/cs500848f,10.1021%2Fcs500848f.pdf
10.1021/nn507429e,10.1021%2Fnn507429e.pdf
10.1155/2014/316589,10.1155%2F2014%2F316589.pdf
10.1002/anie.201407319,10.1002%2Fanie.201407319.pdf
10.1002/anie.201411170,10.1002%2Fanie.201411170.pdf
10.1016/j.apcata.2014.05.008,10.1016%2Fj.apcata.2014.05.008.pdf
10.1016/j.apcata.2013.12.035,10.1016%2Fj.apcata.2013.12.035.pdf
10.1016/j.apcata.2014.09.016,10.1016%2Fj.apcata.2014.09.016.pdf
10.1016/j.apcata.2015.11.001,10.1016%2Fj.apcata.2015.11.001.pdf
10.1016/j.apcata.2015.11.023,10.1016%2Fj.apcata.2015.11.023.pdf
10.1016/j.apcatb.2014.09.032,10.1016%2Fj.apcatb.2014.09.032.pdf
10.1016/j.apcatb.2014.09.052,10.1016%2Fj.apcatb.2014.09.052.pdf
10.1016/j.apcatb.2014.01.015,10.1016%2Fj.apcatb.2014.01.015.pdf
10.1016/j.apcatb.2014.01.048,10.1016%2Fj.apcatb.2014.01.048.pdf
10.1016/j.apcatb.2013.11.036,10.1016%2Fj.apcatb.2013.11.036.pdf
10.1016/j.apcatb.2013.09.036,10.1016%2Fj.apcatb.2013.09.036.pdf
10.1016/j.apcatb.2013.10.029,10.1016%2Fj.apcatb.2013.10.029.pdf
10.1016/j.apcatb.2013.08.027,10.1016%2Fj.apcatb.2013.08.027.pdf
10.1016/j.apcatb.2014.04.048,10.1016%2Fj.apcatb.2014.04.048.pdf
10.1016/j.apcatb.2015.06.053,10.1016%2Fj.apcatb.2015.06.053.pdf
10.1016/j.apcatb.2015.05.024,10.1016%2Fj.apcatb.2015.05.024.pdf
10.1016/j.apcatb.2015.03.045,10.1016%2Fj.apcatb.2015.03.045.pdf
10.1016/j.apcatb.2014.12.046,10.1016%2Fj.apcatb.2014.12.046.pdf
10.1016/j.apcatb.2014.12.011,10.1016%2Fj.apcatb.2014.12.011.pdf
10.1016/j.apcatb.2014.12.022,10.1016%2Fj.apcatb.2014.12.022.pdf
10.1016/j.apcatb.2014.06.037,10.1016%2Fj.apcatb.2014.06.037.pdf
10.1016/j.apcatb.2014.07.026,10.1016%2Fj.apcatb.2014.07.026.pdf
10.1016/j.apcatb.2015.10.037,10.1016%2Fj.apcatb.2015.10.037.pdf
10.1016/j.apcatb.2015.06.019,10.1016%2Fj.apcatb.2015.06.019.pdf
10.1016/j.apcatb.2016.04.052,10.1016%2Fj.apcatb.2016.04.052.pdf
10.1016/j.apsusc.2014.07.019,10.1016%2Fj.apsusc.2014.07.019.pdf
10.1016/j.apsusc.2013.12.140,10.1016%2Fj.apsusc.2013.12.140.pdf
10.1016/j.apsusc.2013.10.135,10.1016%2Fj.apsusc.2013.10.135.pdf
10.1016/j.apsusc.2014.07.153,10.1016%2Fj.apsusc.2014.07.153.pdf
10.1016/j.apsusc.2013.09.165,10.1016%2Fj.apsusc.2013.09.165.pdf
10.1016/j.apsusc.2014.07.161,10.1016%2Fj.apsusc.2014.07.161.pdf
10.1016/j.apsusc.2015.02.078,10.1016%2Fj.apsusc.2015.02.078.pdf
10.1016/j.apsusc.2015.07.097,10.1016%2Fj.apsusc.2015.07.097.pdf
10.1016/j.apsusc.2015.07.176,10.1016%2Fj.apsusc.2015.07.176.pdf
10.1016/j.apsusc.2015.08.059,10.1016%2Fj.apsusc.2015.08.059.pdf
10.1016/j.apsusc.2015.12.163,10.1016%2Fj.apsusc.2015.12.163.pdf
10.1016/j.apsusc.2016.03.141,10.1016%2Fj.apsusc.2016.03.141.pdf
10.1016/j.catcom.2013.11.011,10.1016%2Fj.catcom.2013.11.011.pdf
10.1016/j.catcom.2014.09.030,10.1016%2Fj.catcom.2014.09.030.pdf
10.1016/j.catcom.2015.10.004,10.1016%2Fj.catcom.2015.10.004.pdf
10.1016/j.catcom.2015.10.029,10.1016%2Fj.catcom.2015.10.029.pdf
10.1007/BF00806978,10.1007%2FBF00806978.pdf
10.1039/C3CY00807J,10.1039%2FC3CY00807J.pdf
10.1039/C4CY01201A,10.1039%2FC4CY01201A.pdf
10.1039/C5CY00772K,10.1039%2FC5CY00772K.pdf
10.1016/j.cattod.2015.01.030,10.1016%2Fj.cattod.2015.01.030.pdf
10.1016/j.cattod.2014.09.005,10.1016%2Fj.cattod.2014.09.005.pdf
10.1016/j.cattod.2014.10.039,10.1016%2Fj.cattod.2014.10.039.pdf
10.1016/0920-5861(92)80113-2,10.1016%2F0920-5861%2892%2980113-2.pdf
10.1016/j.ceramint.2013.11.019,10.1016%2Fj.ceramint.2013.11.019.pdf
10.1016/j.ceramint.2014.04.094,10.1016%2Fj.ceramint.2014.04.094.pdf
10.1016/j.ceramint.2014.09.027,10.1016%2Fj.ceramint.2014.09.027.pdf
10.1016/j.ceramint.2015.01.044,10.1016%2Fj.ceramint.2015.01.044.pdf
10.1016/j.ceramint.2016.04.136,10.1016%2Fj.ceramint.2016.04.136.pdf
10.1039/C4CC04848B,10.1039%2FC4CC04848B.pdf
10.1039/C4CC03060E,10.1039%2FC4CC03060E.pdf
10.1039/C4CC01304B,10.1039%2FC4CC01304B.pdf
10.1039/C4CC00745J,10.1039%2FC4CC00745J.pdf
10.1039/C5CC01124H,10.1039%2FC5CC01124H.pdf
10.1039/C4CC10241J,10.1039%2FC4CC10241J.pdf
10.1039/C4CC07225A,10.1039%2FC4CC07225A.pdf
10.1016/j.cej.2014.09.022,10.1016%2Fj.cej.2014.09.022.pdf
10.1016/j.cej.2015.01.099,10.1016%2Fj.cej.2015.01.099.pdf
10.1016/j.cej.2014.08.095,10.1016%2Fj.cej.2014.08.095.pdf
10.1016/j.cej.2015.10.033,10.1016%2Fj.cej.2015.10.033.pdf
10.3303/CET1545044,10.3303%2FCET1545044.pdf
10.3303/CET1543168,10.3303%2FCET1543168.pdf
10.1016/j.cplett.2015.08.068,10.1016%2Fj.cplett.2015.08.068.pdf
10.1016/j.cplett.2016.03.027,10.1016%2Fj.cplett.2016.03.027.pdf
10.1021/acs.chemmater.5b03017,10.1021%2Facs.chemmater.5b03017.pdf
10.1002/chem.201402242,10.1002%2Fchem.201402242.pdf
10.1002/asia.201402303,10.1002%2Fasia.201402303.pdf
10.1002/cssc.201301194,10.1002%2Fcssc.201301194.pdf
10.1016/S1872-2067(15)60989-5,10.1016%2FS1872-2067%2815%2960989-5.pdf
10.1039/C4DT02940B,10.1039%2FC4DT02940B.pdf
10.1039/C4DT00181H,10.1039%2FC4DT00181H.pdf
10.1039/C4DT02461C,10.1039%2FC4DT02461C.pdf
10.1021/ef500648k,10.1021%2Fef500648k.pdf
10.1016/j.enconman.2016.04.057,10.1016%2Fj.enconman.2016.04.057.pdf
10.1016/j.fuel.2014.09.079,10.1016%2Fj.fuel.2014.09.079.pdf
10.1016/j.fuel.2014.11.066,10.1016%2Fj.fuel.2014.11.066.pdf
10.1016/j.fuproc.2014.09.017,10.1016%2Fj.fuproc.2014.09.017.pdf
10.22146/ijc.841,10.22146%2Fijc.841.pdf
10.1021/ie403742j,10.1021%2Fie403742j.pdf
10.1021/es5046309,10.1021%2Fes5046309.pdf
10.1016/j.ijhydene.2013.11.019,10.1016%2Fj.ijhydene.2013.11.019.pdf
10.1016/j.ijhydene.2015.11.019,10.1016%2Fj.ijhydene.2015.11.019.pdf
10.1016/j.jcat.2013.10.016,10.1016%2Fj.jcat.2013.10.016.pdf
10.1007/s11771-014-2248-1,10.1007%2Fs11771-014-2248-1.pdf
10.1016/j.jcou.2013.12.004,10.1016%2Fj.jcou.2013.12.004.pdf
10.1016/j.jcou.2013.12.002,10.1016%2Fj.jcou.2013.12.002.pdf
10.1016/j.jcou.2014.02.002,10.1016%2Fj.jcou.2014.02.002.pdf
10.1016/j.jcou.2014.06.003,10.1016%2Fj.jcou.2014.06.003.pdf
10.1016/j.jcou.2015.06.001,10.1016%2Fj.jcou.2015.06.001.pdf
10.1016/j.jcou.2015.02.005,10.1016%2Fj.jcou.2015.02.005.pdf
10.1016/j.jcou.2015.09.001,10.1016%2Fj.jcou.2015.09.001.pdf
10.1016/j.jcou.2015.10.004,10.1016%2Fj.jcou.2015.10.004.pdf
10.1016/j.jcou.2016.04.006,10.1016%2Fj.jcou.2016.04.006.pdf
10.1016/j.jcis.2015.01.017,10.1016%2Fj.jcis.2015.01.017.pdf
10.1016/j.jcis.2014.11.039,10.1016%2Fj.jcis.2014.11.039.pdf
10.1016/j.jcis.2015.11.022,10.1016%2Fj.jcis.2015.11.022.pdf
10.1039/C4TA03128H,10.1039%2FC4TA03128H.pdf
10.1039/C4TA02192D,10.1039%2FC4TA02192D.pdf
10.1039/C4TA01494D,10.1039%2FC4TA01494D.pdf
10.1039/C4TA00105B,10.1039%2FC4TA00105B.pdf
10.1039/C3TA15262F,10.1039%2FC3TA15262F.pdf
10.1039/C3TA14493C,10.1039%2FC3TA14493C.pdf
10.1039/C4TA06295G,10.1039%2FC4TA06295G.pdf
10.1039/C5TA05503B,10.1039%2FC5TA05503B.pdf
10.1016/0304-5102(92)80238-C,10.1016%2F0304-5102%2892%2980238-C.pdf
10.1016/j.molcata.2015.10.034,10.1016%2Fj.molcata.2015.10.034.pdf
10.1007/s12274-016-1087-9,10.1007%2Fs12274-016-1087-9.pdf
10.1016/1010-6030(91)90033-P,10.1016%2F1010-6030%2891%2990033-P.pdf
10.1016/1010-6030(92)85112-8,10.1016%2F1010-6030%2892%2985112-8.pdf
10.1016/1010-6030(93)80023-3,10.1016%2F1010-6030%2893%2980023-3.pdf
sin_doi_4,sin_doi_4.pdf
10.1021/j100105a001,10.1021%2Fj100105a001.pdf
10.1021/j100062a035,10.1021%2Fj100062a035.pdf
10.1021/j100190a057,10.1021%2Fj100190a057.pdf
10.1021/jp512797t,10.1021%2Fjp512797t.pdf
10.1016/S1002-0721(14)60540-8,10.1016%2FS1002-0721%2814%2960540-8.pdf
10.1016/j.jscs.2013.08.003,10.1016%2Fj.jscs.2013.08.003.pdf
10.1021/ja506433k,10.1021%2Fja506433k.pdf
10.1021/jacs.5b08773,10.1021%2Fjacs.5b08773.pdf
10.1021/jacs.6b01997,10.1021%2Fjacs.6b01997.pdf
10.1016/j.jtice.2013.09.013,10.1016%2Fj.jtice.2013.09.013.pdf
10.1016/j.jlumin.2014.04.040,10.1016%2Fj.jlumin.2014.04.040.pdf
10.1016/j.matlet.2014.08.078,10.1016%2Fj.matlet.2014.08.078.pdf
10.1016/j.matlet.2016.03.122,10.1016%2Fj.matlet.2016.03.122.pdf
10.1016/j.materresbull.2014.04.012,10.1016%2Fj.materresbull.2014.04.012.pdf
10.1016/j.materresbull.2015.03.064,10.1016%2Fj.materresbull.2015.03.064.pdf
10.1016/j.mseb.2015.08.003,10.1016%2Fj.mseb.2015.08.003.pdf
10.3390/molecules20010396,10.3390%2Fmolecules20010396.pdf
10.3390/molecules201018847,10.3390%2Fmolecules201018847.pdf
10.1016/j.nanoen.2015.03.014,10.1016%2Fj.nanoen.2015.03.014.pdf
10.1016/j.nanoen.2015.11.010,10.1016%2Fj.nanoen.2015.11.010.pdf
10.1016/j.nanoen.2016.04.049,10.1016%2Fj.nanoen.2016.04.049.pdf
10.1007/s12274-014-0514-z,10.1007%2Fs12274-014-0514-z.pdf
10.1007/s12274-014-0564-2,10.1007%2Fs12274-014-0564-2.pdf
10.1039/C2NR31718D,10.1039%2FC2NR31718D.pdf
10.1039/C4NR02450H,10.1039%2FC4NR02450H.pdf
10.1039/C4NR01490A,10.1039%2FC4NR01490A.pdf
10.1039/C3NR05219B,10.1039%2FC3NR05219B.pdf
10.1039/c4nr05371k,10.1039%2Fc4nr05371k.pdf
10.1039/C5NR03712C,10.1039%2FC5NR03712C.pdf
10.1186/1556-276X-9-272,10.1186%2F1556-276X-9-272.pdf
10.1186/1556-276X-9-158,10.1186%2F1556-276X-9-158.pdf
10.1088/0957-4484/25/16/165402,10.1088%2F0957-4484%2F25%2F16%2F165402.pdf
10.1038/327506a0,10.1038%2F327506a0.pdf
10.1038/277637a0,10.1038%2F277637a0.pdf
10.1016/j.optmat.2015.11.015,10.1016%2Fj.optmat.2015.11.015.pdf
10.1039/c4pp00407h,10.1039%2Fc4pp00407h.pdf
10.1039/C4PP00252K,10.1039%2FC4PP00252K.pdf
