DOI,file
10.1016/S0926-3373(99)00079-X,254553d6-0be9-422d-88e9-f8832a1d5cd9.pdf
10.1016/j.apcatb.2011.09.024,e49f326a-78d9-4cb2-8533-76720ae49196.pdf
10.1016/j.apcatb.2008.03.009,544dc500-6208-44d0-a2ef-e008165eb882.pdf
10.1016/j.apcatb.2005.07.009,365afad0-7810-451c-bbc5-7e0f431a722c.pdf
10.1016/j.apcatb.2006.09.015,ec23d11d-bcf2-429d-9299-827090cd3cdc.pdf
10.1016/j.apcatb.2012.04.035,82e35117-9bf4-4552-a18c-b504a8a90055.pdf
10.1016/j.apcatb.2013.01.040,4b433d14-54ed-4807-b1fe-13c646726960.pdf
10.1016/j.apcatb.2012.12.024,f2e09453-b361-4aba-809f-14a91ea4c1bc.pdf
10.1016/j.apcatb.2013.05.054,ea9a005d-3584-47c5-b93a-a3579f463e09.pdf
10.1016/j.apcatb.2012.11.019,46159b5c-a439-417e-bbec-7245e2afed61.pdf
10.4028/www.scientific.net/AMM.55-57.1506,6a05195d-ba11-42bf-8278-c1f5375a8932.pdf
10.1016/j.apsusc.2013.04.010,5cc9e223-9133-47ba-8c26-60b084e70dd6.pdf
10.1016/j.apsusc.2013.05.003,75c56e13-eb14-4287-914a-a9734f107765.pdf
10.1016/j.apsusc.2012.11.155,62e0f967-7ac1-4776-981f-ddef6919d653.pdf
10.1016/j.apsusc.2013.08.111,f51ac71a-02f6-42c3-aa40-766c795279da.pdf
10.1016/j.carbon.2006.11.028,1b8cfed7-d4dc-40c3-9ccb-847f3d87e02b.pdf
10.1016/j.catcom.2008.04.004,7d5776a8-7635-46a5-9137-21a73876d54a.pdf
10.1016/j.catcom.2009.10.010,ad2e078b-50c8-4245-8adb-b1f6050fc07b.pdf
10.1016/j.catcom.2011.12.025,45a9d805-3030-44e6-92b9-befaa4cde0e3.pdf
10.1016/j.catcom.2008.01.018,102c26f0-d0a0-4701-a1c8-f3b4a216e253.pdf
10.1016/j.catcom.2005.01.011,0ada610c-3f31-4709-836a-005359df9883.pdf
10.1016/j.catcom.2012.10.010,3e06af05-d255-4b8f-af32-930aacf333e3.pdf
10.1016/j.catcom.2012.08.008,6ab45129-346b-4f23-a211-73a3c524ac96.pdf
10.1016/j.catcom.2012.01.022,c326c1b3-8bfa-4413-95ea-c9399f38e4cc.pdf
10.1016/j.catcom.2012.03.025,23306796-c882-4169-bb77-e9a9b6066881.pdf
10.1016/j.catcom.2007.01.006,a6dccd3f-eda3-4766-9e33-083babbaff60.pdf
10.1016/j.catcom.2013.04.020,8abd8651-3a48-4bc4-b14d-ff6bc0539d52.pdf
10.1016/j.catcom.2013.03.002,8f833ef9-0142-48f9-9d65-0431193f68f5.pdf
10.1007/s10562-009-0076-y,48e913a1-14ba-4c74-bbb0-4dd4518f6a1e.pdf
10.1023/A:1015400223708,eac821e6-3cd3-450d-99e9-dc494000470a.pdf
10.1007/s10562-010-0482-1,a3cfa898-7a54-4f8f-84b7-39995685aa98.pdf
10.1039/C3CY00524K,f5f7498c-6020-4a89-a2a2-72eb142781a9.pdf
10.1039/C3CY20822B,bddaf2d2-903f-4af6-b3c5-eb03a83830b8.pdf
10.1007/s10563-009-9065-9,39492eb0-e312-4013-8a52-81f7e8184713.pdf
10.1023/A:1011403320301,f09b9a1e-e4c3-431e-b12f-39bd7178c690.pdf
10.1016/j.cattod.2009.07.067,ced0a587-c9d0-4caa-b297-63b6b3596ba9.pdf
10.1016/j.cattod.2009.07.081,2cad1760-aab7-42aa-bb93-4a1ccb786865.pdf
10.1016/j.cattod.2010.08.026,2301846f-9cd0-445e-ba9e-725214c57284.pdf
10.1016/S0920-5861(98)00206-5,7960312b-dc03-4d75-b345-2d48a794a14a.pdf
10.1016/j.cattod.2007.10.011,4bf087d0-b0e9-4e31-ab17-667b343a2166.pdf
10.1016/j.cattod.2011.06.019,624a97ff-5b84-44f8-ba83-9505565cc7be.pdf
10.1016/j.cattod.2004.03.063,fc175d40-5c11-4ad3-9213-2bed2abeaf54.pdf
10.1016/j.cattod.2006.02.057,5bdb0cf6-50c3-4eae-83dc-2d3b8094adbd.pdf
10.1016/j.cattod.2004.09.004,fdc33b1d-50e6-4d74-87ba-e9c1c2f931eb.pdf
10.1016/S0920-5861(98)00219-3,c51c0914-7bca-41c7-a4a8-550d894f9f71.pdf
10.1016/S0920-5861(02)00027-5,5bb1ad85-f237-42c6-9c0d-3a417302d752.pdf
10.1016/j.cattod.2011.02.055,267c4e41-60e5-4497-bc28-61855e45b003.pdf
10.1016/j.cattod.2010.12.054,aabf280f-e64a-46ea-a22c-d92730708935.pdf
10.1016/j.cattod.2011.08.010,164f3b0a-03a4-482f-b109-49f734b295b9.pdf
10.1016/j.cattod.2012.12.022,68443713-9244-400d-8fe1-f143bd77e5f5.pdf
10.1016/j.cattod.2013.05.021,b22fa8f0-3f39-45ed-be64-920fba4da85d.pdf
sin_doi_1,91e367e0-0bff-418e-ae57-25d93781144a.pdf
10.1039/B400326H,bcebee38-cf3c-4193-9927-380b716e60c0.pdf
10.1039/C0CC04687F,d041d052-c809-407f-9f8f-31745642cb42.pdf
10.1039/C1CC13034J,29be24e1-8296-4158-b3f6-a03c5f828d13.pdf
10.1039/C2CC35289C,58440b0e-49b0-4b51-b923-b35bb228be42.pdf
10.1039/C3CC00107E,fb01c67f-0f52-4a57-bc30-ab7aa895ec41.pdf
10.1039/C2CC16900B,2a095910-922f-44bb-81f6-4c56f02cc1f4.pdf
10.1039/C1CC16185G,d19e4121-c88b-42b2-bdbe-e0dbf37a3643.pdf
10.1039/A700185A,aff05be5-e076-4c17-a58c-588669ebb0a0.pdf
10.1039/C1CC16107E,bb0e3d5e-3628-4f87-9270-aaab7152567f.pdf
10.1039/C1CC12491A,3f61be7f-9c8c-4561-a0d5-06d4d040d861.pdf
10.1039/C3CC39054C,30143243-852a-4b82-9c0b-10338678ccbc.pdf
10.1039/C3CC45532G,dc163cff-9437-4d40-9a73-38b76d370f3a.pdf
10.1155/2010/309103,9f0e21d6-5915-44ed-b321-4bf389606d8d.pdf
10.1016/j.cej.2009.02.005,c1c2bf54-0be5-4824-b994-ae71a34e861a.pdf
10.1016/j.cej.2011.11.029,6617b0dd-27c8-4533-8c4d-ec38edec2385.pdf
10.1016/j.cej.2012.12.053,4dfa214e-4274-4081-ae37-a26a1cdb5ca4.pdf
10.1016/j.cej.2013.06.119,9d2d4c3a-d84f-4100-866d-dd0cecd2e65d.pdf
10.1016/j.cej.2013.06.055,3e52966f-c8ad-4531-bd9e-c74555e09d75.pdf
10.1016/j.cplett.2008.10.079,e9b024a6-18c2-4b7c-a960-38c4990b27a2.pdf
10.1016/j.cplett.2012.02.016,cd9ff3cb-f8b3-4595-85f3-38629502488a.pdf
10.1016/j.cplett.2004.10.109,e956c54e-75ad-4341-9594-bb0dbd937e63.pdf
10.1002/chem.201301728,f7bfd7ad-1047-4c65-9c0e-c3aa7b15428b.pdf
10.1016/S1872-2067(10)60199-4,1f984f82-9def-4914-838a-3253aaebe9be.pdf
10.1016/S1872-2067(07)60046-1,c7b4f9f2-f1fa-4606-aea8-01d286333259.pdf
10.1021/cg201568q,87a3b6b0-b08a-4ed3-a32f-ee2e30438958.pdf
10.1039/C3CE41274A,70f34152-a702-4d9f-ad23-62e9ee133b72.pdf
10.2174/13852728113179990057 ,947e758b-620f-44ef-a7df-c6e2e1d1c632.pdf
10.1039/c3dt51887f,714b9e2b-3968-42d5-9baf-ec854d2529a6.pdf
10.1149/2.003309ssl,96a8624e-3775-402f-b0c9-8ed431527ff8.pdf
10.1016/S0360-5442(98)00070-X,2b471183-3ae7-499d-b405-7b907bfcb219.pdf
10.1039/C0EE00780C,14a98e8a-e313-4198-9a5d-c98606c4ac93.pdf
10.1039/c0ee00609b ,b0750641-d97d-4f93-b81c-28f85566b4e8.pdf
10.1039/C2EE03338K,bc744ee7-649f-499d-b01e-15d653477577.pdf
10.1016/0196-8904(95)00081-N,213cb205-b938-409c-9aee-f79cbb56e4aa.pdf
10.1016/j.enconman.2012.08.021,01b9ede7-d8ba-442b-b837-30c10e4e0216.pdf
10.1039/B507103H,33f7f8fd-08d5-4488-b7b3-abf27aa39dde.pdf
10.1039/C1GC15078B,e8791ea5-824c-416b-b480-b62597ef660f.pdf
10.1016/j.ijhydene.2011.02.116,1f101034-cc98-434a-8e6d-87112f9f59dd.pdf
10.1016/j.ijhydene.2012.04.003,7eb148df-093b-4626-8b77-ee52baf35af3.pdf
10.1016/j.ijhydene.2013.03.128,21e4674c-aa29-41fe-be3c-2af93fe0727d.pdf
10.1155/S1110662X05000176,7fdc5f9b-ec18-4036-be78-9f630055ef4b.pdf
10.1016/j.jcat.2011.08.005,2997400e-b732-4dc6-a64f-d542f0361ba3.pdf
10.1016/j.jcat.2011.01.004,a5ec4657-c9bf-4de3-9ecc-791041856308.pdf
10.1016/j.jcat.2007.10.014,1362fe8a-1363-47f5-8a58-ebb64d1c72cd.pdf
10.1016/j.jcat.2003.09.002,a89d9a6d-ba3d-4588-98e8-232b5d38eac2.pdf
10.1016/j.jcat.2013.06.027,214d76bb-6584-44f1-8559-9bf0267d6ba3.pdf
sin_doi_2,35439d3b-41d0-467b-bf01-c45637c8bcba.pdf
10.1016/j.jclepro.2009.02.016,6a39d8f1-52a5-4326-b17f-bfb940ee7d6f.pdf
10.1016/j.jclepro.2006.05.003,4af738fd-1daf-4152-aca4-991b7f6cdeab.pdf
10.1016/j.jcis.2010.12.034,10f8cacd-5aff-4c37-839f-5e84bdad2737.pdf
10.1016/j.jcis.2011.05.004,fe1245b8-fc87-49f5-bfe1-96d7c3308ae7.pdf
10.1016/j.jcis.2013.08.050,65268eab-2a60-4e3a-9f5a-136e88286c80.pdf
10.1016/0022-0728(95)04141-A,a31c2570-c783-4a34-97ed-e6ea07a5b8b6.pdf
10.1061/(ASCE)EE.1943-7870.0000311,a213e721-cd20-4e9c-a43e-06b350b40acb.pdf
10.1039/C1JM12717A,9d04815c-0956-49f7-8ddd-f95002b8ec65.pdf
10.1039/C1JM12367J,35f84893-b4ac-44fb-b8f6-29f535bddf39.pdf
10.1039/C2JM33980C,bd11caff-3f92-4016-ab63-ddba3d92cb4c.pdf
10.1039/C2JM31736B,dda08bb9-a4c1-4ef4-be74-af0e5f6763b6.pdf
10.1039/C1JM14122H,aa9dcd63-5022-4067-8c2b-3d4d13fa67cb.pdf
10.1039/C2JM30337J,c9158c7f-7b6d-4c86-9884-826c2eb840d0.pdf
10.1039/c3ta12433a ,dd4e0c1e-18ff-43b2-8104-400191d4ea2f.pdf
10.1021/jp910835k,a676176c-4582-4205-bbe4-4974bb04ca44.pdf
10.1021/jp210106b,e180b467-3ba2-40f5-8714-3cd02f90e6d9.pdf
10.1016/s1003-9953(10)60166-1,1926bc79-2a07-4e02-bd9e-d65f45319556.pdf
10.1016/S1003-9953(10)60212-5,efeaebc4-2971-4b0f-8182-67f45117fbb4.pdf
10.1016/S1010-6030(99)00113-6,2a31b2d2-78f8-48c3-bd8d-d6d55a26bd45.pdf
10.1016/S1010-6030(97)00082-8,91dbf587-1ba9-43ba-b974-0291ea4cf168.pdf
10.1016/S1010-6030(98)00272-X,80deacff-e00a-4d20-8a80-d774d8b5fba7.pdf
10.1016/j.jphotochem.2004.01.022,f77adf05-488f-41f1-8a07-243c28dff45e.pdf
10.1016/S1010-6030(98)00274-3,d434ace0-76be-4ec0-8df6-2c63670c1062.pdf
10.1016/1010-6030(96)04334-1,ce39d8ea-f065-4244-b357-01defbbccf35.pdf
10.1016/S1010-6030(97)00107-X,3fa3c027-141c-4f8b-bee8-d00f9588c088.pdf
10.1016/S1010-6030(97)00318-3,e49ed596-b6a3-4405-b548-b8054d5aabcd.pdf
10.1016/S1010-6030(97)00228-1,c33902da-5bf8-43a5-a2df-acc3da701d38.pdf
10.1016/1010-6030(94)03936-O,8e13889e-fe60-4a1e-8b21-6707d62d27fd.pdf
10.1021/jp001470i,d9675c8f-1122-474a-88a1-aa8a32f52743.pdf
10.1021/jp040345u,7079aaa6-3e0b-499d-a824-b922ff69018c.pdf
10.1021/jp010885g,fce0fd70-b339-430a-8fdf-9503847278a1.pdf
10.1021/jp971621q,80f164e8-d3fc-4e90-ba17-f3c0bbbf9c38.pdf
10.1021/jp2020534,06e65f4b-f19a-4c04-8012-e86773b514a3.pdf
10.1021/jp306793r,4a8f45fd-4880-4591-a6e0-ecd755349927.pdf
10.1021/jp409311x,daa2c328-89e0-4850-9d1b-10df3cd10f90.pdf
10.1021/jz9000032,36d51e61-8fc4-42ef-8237-ef28a9c57522.pdf
10.1016/j.jpcs.2012.01.005,0537a66b-d099-45fa-bddc-03c5dafc7cde.pdf
10.1016/j.jssc.2013.04.016,9e299c02-70bc-46e7-9ecf-66d043d49ceb.pdf
10.1007/s10008-013-2143-y,b62eced2-cc96-4cac-a535-78f97e81f8c7.pdf
10.1021/ja910091z,6df236e9-11d4-46c3-9505-cf0e7c2afbf9.pdf
10.1021/ja101318k,635c554b-b3b9-4ce2-85c1-7f0b81261e91.pdf
10.1021/ja200804h,181eae01-589f-4052-8b46-73ddc21786d4.pdf
10.1021/ja108791u,21653fc0-4d2a-477d-98a1-54bf845dfe5f.pdf
10.1021/ja304075b,e52d8ed5-8f25-4c9c-8f37-c989d28cf451.pdf
10.1021/ja1068596,5eb7b66f-112c-404c-b12a-808c4e217f00.pdf
10.1021/ja207586e,5cf76ff5-0f18-4065-af83-1a8d86be9cbe.pdf
10.1039/a704801g,89c2909b-baa1-41b1-ac8b-777b0f178a3b.pdf
10.1016/j.jtice.2012.11.007,1fb68211-941b-41c7-a182-246d65e067f2.pdf
10.1021/la9801561,fa0d92a6-4da3-47c5-a84e-bd4e2129f46b.pdf
10.1016/S0254-0584(00)00475-2,3a09a8db-d4a3-44ac-9cb3-400e223766ca.pdf
10.1016/j.matlet.2012.10.059,46e142e6-f2fb-47f4-8655-d2824d5acfbb.pdf
10.1016/j.matlet.2013.05.132,94857c6c-a03f-4f36-83d9-28853c14a879.pdf
10.1021/nl803258p,2253b460-ad9a-40d4-bc5e-3b1f69b4a491.pdf
10.1021/nl2012906,0b4f4359-918e-4600-8d9d-e8921af7bba9.pdf
10.1039/b613098d,132a7e9c-111d-491c-9098-906b0a53b5aa.pdf
10.1039/B008887K,fd548b15-7e5a-442d-938b-b40910dae574.pdf
10.2478/v10026-010-0022-1,fb73fa7e-1fe4-446d-b1bf-f75ed02f3fa4.pdf
10.1163/156856707781749883,60d612de-2087-4219-93aa-3218929ae82b.pdf
10.1163/156856706778606462,0a4755bb-8df7-4cff-8b5d-496843d91d9e.pdf
10.1163/156856700X00129,6c85034b-a9b5-4608-a3ff-f4e52cd93114.pdf
10.1039/C3RA00030C,7a2e795e-cf2f-459f-97ed-9c2831bab5f0.pdf
10.1039/C2RA21283H,20ab4037-df94-4a35-a268-7ca69b52b001.pdf
10.1016/j.stam.2006.11.004,f9f89121-2180-488f-ad62-a5253feb48b0.pdf
10.1016/j.solener.2013.08.027,3a440681-951a-4def-b80b-ff0194366cbd.pdf
10.1016/j.solmat.2007.06.003,701cf10d-b50f-43d9-8de0-cbc766c904bf.pdf
10.1016/j.solmat.2008.02.010,3aa71c50-0204-4886-81bf-e43ca001c0df.pdf
10.1016/j.solmat.2012.12.017,e2f69905-1a2a-4c73-a0d0-689b92268504.pdf
10.1155/2013/686497,5399a2cd-eb5e-4a2c-bd2c-e06c1e239aa6.pdf
10.1016/j.tsf.2009.02.075,4c943a52-08e4-43e0-91ff-9490ef62648b.pdf
10.1007/s11244-007-9022-7,978ed503-4b42-454e-9706-5c72e9f8c09d.pdf
10.1007/s11244-006-0100-z,503fc746-d6ca-4d56-8913-222226c410f8.pdf
10.1007/s11244-005-3839-8,0ea353f6-61bf-4cfa-8f5a-146008ccbfb9.pdf
10.1023/A:1013853618581,7ba79197-4471-4655-8100-327c01f490cb.pdf
10.1021/am404572g,bae74ef2-f70a-46ff-8dcd-eae9b726a49c.pdf
10.1021/acsami.5b03509,8d3c8021-6cb3-4114-88a4-7115eef743ef.pdf
10.1021/acsami.6b02275,1b233db9-2859-4d60-992c-b36e5f26e762.pdf
10.1021/cs500648p,30f4591e-935c-4950-8796-81a0c2c0204b.pdf
10.1021/cs500848f,055e8f5c-258a-4bf7-9517-514d8961be8f.pdf
10.1021/nn507429e,c83c54f3-08da-4991-8ef3-ea34f71cc710.pdf
10.1155/2014/316589,7a429c34-d1da-42db-ae59-89a28400ec04.pdf
10.1002/anie.201407319,273fcc31-21a8-473b-a5a0-efc6c86c7fd9.pdf
10.1002/anie.201411170,48627241-b81e-433b-90cd-69bd5aa93340.pdf
10.1016/j.apcata.2014.05.008,e020d4ef-382d-4cee-b061-bd07710598fa.pdf
10.1016/j.apcata.2013.12.035,d2f11a6d-2328-4712-b261-4593522e3e9c.pdf
10.1016/j.apcata.2014.09.016,32d8b845-fed3-4b77-90d1-3690eda03e2c.pdf
10.1016/j.apcata.2015.11.001,6a9b1306-492b-4c42-9323-d1fbf140c856.pdf
10.1016/j.apcata.2015.11.023,aacf4b60-53e7-441b-b703-5cd65f087aae.pdf
10.1016/j.apcatb.2014.09.032,2d28ade2-37d7-4afd-8bd5-e99fe597d934.pdf
10.1016/j.apcatb.2014.09.052,f625c75a-5da0-4634-99ff-f12d1360910d.pdf
10.1016/j.apcatb.2014.01.015,d9e43ef5-fa30-4cfc-afe7-5c2b25c83f4a.pdf
10.1016/j.apcatb.2014.01.048,e4758edf-dda8-4d03-9609-c42324d0cdbd.pdf
10.1016/j.apcatb.2013.11.036,77dcb029-4eaf-4f48-a4c9-921c0df6e0cf.pdf
10.1016/j.apcatb.2013.09.036,01848ad0-97ec-4a66-9d78-1349ac984954.pdf
10.1016/j.apcatb.2013.10.029,61f9d29b-9be2-47b8-84ae-0160e4718773.pdf
10.1016/j.apcatb.2013.08.027,09e2fc80-ff76-4cf9-aad6-d854fb536043.pdf
10.1016/j.apcatb.2014.04.048,5a9a8853-c6ce-4970-969b-479add5033a9.pdf
10.1016/j.apcatb.2015.06.053,f8f6af5e-7829-4107-8e77-51310a5525ff.pdf
10.1016/j.apcatb.2015.05.024,8536fa29-dae5-4c66-af4e-d90e5b6912d6.pdf
10.1016/j.apcatb.2015.03.045,b992b631-70d7-4a15-9c7d-355c238c3fb4.pdf
10.1016/j.apcatb.2014.12.046,b0d2b4a7-7fa4-447f-8550-85524afd94c1.pdf
10.1016/j.apcatb.2014.12.011,2582dc0d-bfa2-4609-80bb-76b05df5fc8c.pdf
10.1016/j.apcatb.2014.12.022,c59a6338-e40a-4132-b6ef-f81c3fad0dda.pdf
10.1016/j.apcatb.2014.06.037,a70400d7-4fab-4af4-842f-914394b59a80.pdf
10.1016/j.apcatb.2014.07.026,384e693a-44fa-4100-ac35-36379bc81c52.pdf
10.1016/j.apcatb.2015.10.037,b6537002-0fd7-4b24-9b4f-06e09fbfdbb0.pdf
10.1016/j.apcatb.2015.06.019,6c69fdb7-0901-46dc-86d8-0d06922f7173.pdf
10.1016/j.apcatb.2016.04.052,712f972e-2412-4a86-9b29-256dab1bb95a.pdf
10.1016/j.apsusc.2014.07.019,95861a5a-f75e-4378-bbb9-4f4ed58646e9.pdf
10.1016/j.apsusc.2013.12.140,cc62fd57-657b-468c-9d11-e49677b8a69e.pdf
10.1016/j.apsusc.2013.10.135,3b5b3075-dc4d-42f5-b26f-0fe9db0f2902.pdf
10.1016/j.apsusc.2014.07.153,0227ba04-d6ee-432c-b28b-6c8a8101a681.pdf
10.1016/j.apsusc.2013.09.165,77e4b6a7-57ac-4e8c-a5b8-13293fa0f51b.pdf
10.1016/j.apsusc.2014.07.161,65c8fdc6-fc53-495f-b346-8911b4e41430.pdf
10.1016/j.apsusc.2015.02.078,a61a1d93-1790-4b55-9854-914970002efd.pdf
10.1016/j.apsusc.2015.07.097,7c9d37a4-101a-4f64-96a8-713ba200c2c6.pdf
10.1016/j.apsusc.2015.07.176,ec568345-4812-444a-ac32-08e86fb011f6.pdf
10.1016/j.apsusc.2015.08.059,bc5a99b9-6df6-4581-a84c-42f97ed7f3e9.pdf
10.1016/j.apsusc.2015.12.163,484d1593-c639-4e4a-b07c-77b2c0a58bf9.pdf
10.1016/j.apsusc.2016.03.141,fa3b72b3-231d-4802-b273-514d6b45e584.pdf
10.1016/j.catcom.2013.11.011,6978cb2f-53b3-45d0-b12b-2b5e1b8d885f.pdf
10.1016/j.catcom.2014.09.030,97eab16e-e649-4f9f-8bef-9fc00f976300.pdf
10.1016/j.catcom.2015.10.004,f5dee05e-f197-4c4b-9c96-04016b79d1c2.pdf
10.1016/j.catcom.2015.10.029,2a2d58c5-1cf7-46bf-a243-d6a0ec0a426b.pdf
10.1007/BF00806978,80ae108c-75a8-4cd4-9e87-868d4ba27151.pdf
10.1039/C3CY00807J,18973666-6081-4fac-9b8c-3e55dccda7be.pdf
10.1039/C4CY01201A,fba9ffbb-9a9d-4229-ad80-ce8c5cf4b067.pdf
10.1039/C5CY00772K,101b256b-5d3d-4d74-9f75-41b4fadeb3a9.pdf
10.1016/j.cattod.2015.01.030,640d02e4-eeb8-4b9a-991c-d506fbf840dd.pdf
10.1016/j.cattod.2014.09.005,036845a8-e118-415a-bea2-a436bb2dd0ed.pdf
10.1016/j.cattod.2014.10.039,2b2ff780-6416-4dd9-8742-abc2a2aa214e.pdf
10.1016/0920-5861(92)80113-2,d8bd66ac-f278-4ba7-99f2-1b5ee677ca58.pdf
10.1016/j.ceramint.2013.11.019,7ad15eda-2d18-4a4b-9007-fa9473af4c53.pdf
10.1016/j.ceramint.2014.04.094,dcb3372b-9e41-4424-b937-cf656084bd9a.pdf
10.1016/j.ceramint.2014.09.027,dfe725fa-8c26-44a8-9066-9270aeb2b763.pdf
10.1016/j.ceramint.2015.01.044,02dc80c1-3ad0-4be8-8bfb-65bf0296cd49.pdf
10.1016/j.ceramint.2016.04.136,fc0846be-a42d-46d3-85e2-b57f0e815e3d.pdf
10.1039/C4CC04848B,ed9d2933-577c-4db2-8212-1913c7d4d347.pdf
10.1039/C4CC03060E,e48499ed-c972-4b4e-a355-3845ee96ee94.pdf
10.1039/C4CC01304B,ba2e0030-65bd-41ad-9f1d-452cc4f9fc89.pdf
10.1039/C4CC00745J,94744209-36d6-4d54-9a5b-e11c26515f26.pdf
10.1039/C5CC01124H,988dce35-e7b8-402f-b80a-a0a28bda3e16.pdf
10.1039/C4CC10241J,b0491fe7-b562-4ad5-b505-a890860835e7.pdf
10.1039/C4CC07225A,6000ac5d-e336-4c41-91cd-5e8749ecff61.pdf
10.1016/j.cej.2014.09.022,fe883662-2b1f-4d32-b6af-dd4f15b9c8eb.pdf
10.1016/j.cej.2015.01.099,d46f02e3-1986-4e0e-8611-473123c446f7.pdf
10.1016/j.cej.2014.08.095,a54c05e3-5be5-4a60-9af6-0f0f810138e8.pdf
10.1016/j.cej.2015.10.033,60ee7b7b-4a1a-45f5-b902-0472c5445f7b.pdf
10.3303/CET1545044,d4b0c2e6-6037-4859-b4f9-37e26476cb35.pdf
10.3303/CET1543168,3a6ba4c3-5bbc-4e14-aea5-a3e911691439.pdf
10.1016/j.cplett.2015.08.068,775219a3-94d9-48e7-ac34-41f0abd1811b.pdf
10.1016/j.cplett.2016.03.027,05798a53-a3a6-4362-b9ab-3f74b66f6fba.pdf
10.1021/acs.chemmater.5b03017,57ee3471-9ade-46b9-b609-0d1c6fc0a3cb.pdf
10.1002/chem.201402242,157caed0-4d85-4bec-9bd0-a9d2ef2949f3.pdf
10.1002/asia.201402303,372bc673-6dcf-4831-b114-082bc7f6554e.pdf
10.1002/cssc.201301194,524e61aa-cfaa-4877-8516-5ce77476070b.pdf
10.1016/S1872-2067(15)60989-5,0578948b-a711-4fdf-85f7-d54c70dda918.pdf
10.1039/C4DT02940B,2cd535d6-d465-4a41-b66e-d8d0c73bcc05.pdf
10.1039/C4DT00181H,a226facd-a33a-4b02-8fff-ac9487fc9f7f.pdf
10.1039/C4DT02461C,3c51fef7-e537-430f-aaa4-798b30bd1374.pdf
10.1021/ef500648k,f1509cbb-4b1c-4389-92d1-ade1b77f9abf.pdf
10.1016/j.enconman.2016.04.057,95ec97b6-cd75-4c49-966e-af56dfa7ef92.pdf
10.1016/j.fuel.2014.09.079,3cfdddec-53fc-46a2-88b5-1d3dc2537391.pdf
10.1016/j.fuel.2014.11.066,0ac94750-d921-4fc5-8385-59a728ec855a.pdf
10.1016/j.fuproc.2014.09.017,2208e3f9-7c3e-4631-a91f-83eb0e853638.pdf
10.22146/ijc.841,16dc0bf9-711f-4498-8e49-6d08d0fcd822.pdf
10.1021/ie403742j,c51c3340-8c63-42e1-9f62-b4e86ba96952.pdf
10.1021/es5046309,77d779a8-8f2c-47ba-9389-93132dff3ace.pdf
10.1016/j.ijhydene.2013.11.019,db9133b1-c7a1-498a-b5cb-500aa3bccc73.pdf
10.1016/j.ijhydene.2015.11.019,1fe3af50-c101-46ce-a8e7-bd2d9d6dfc23.pdf
10.1016/j.jcat.2013.10.016,0f186213-04a8-429b-98d7-cbd89197b81a.pdf
10.1007/s11771-014-2248-1,b17aa5a9-6728-4ea4-b557-59fcd434af14.pdf
10.1016/j.jcou.2013.12.004,b263f681-bf57-4a07-bebc-d00d2acddad8.pdf
10.1016/j.jcou.2013.12.002,39d18cad-35c8-4abb-a3ca-ade188a488c8.pdf
